family	id	kind	label	status	aot	run	interpret	diagnostic_codes	authority_links	sandbox_links	source_evidence	implementation_evidence	fixture_evidence	projection_evidence	intended_difference	runtime_comparison	runtime_aot	runtime_run	runtime_interpret
diagnostic	diagnostic:E0355	diagnostic	Invalid scoped policy: unknown key, prohibited scope, conflict, or widening (D-MARK-SCOPE1)	active					authority:application-boundary,authority:build-capabilities,authority:canonical-holds,authority:manifest-holds-allow,authority:manifest-holds-deny		crates/jet-codegen/src/Prelude/Diagnostics.jet:264	crates/jet-driver/src/Loader.rs:1365;crates/jet-driver/src/Loader.rs:4171;crates/jet-foundation/src/Policy.rs:1736;crates/jet-parser/src/lib.rs:444;crates/jet-parser/src/lib.rs:457;crates/jet-parser/src/Parser/Items/imports_policy.rs:89;crates/jet-parser/src/Parser/Items/imports_policy.rs:179;crates/jet-parser/src/Parser/Items/imports_policy.rs:320;crates/jet-parser/src/Parser/Items/imports_policy.rs:329;crates/jet-parser/src/Parser/Items/imports_policy.rs:331;crates/jet-parser/src/Parser/Items/imports_policy.rs:334;crates/jet-parser/src/Parser/Items/imports_policy.rs:1632;crates/jet-parser/src/Parser/Items/imports_policy.rs:1657;crates/jet-parser/src/Parser/Items/marker_groups.rs:1298;crates/jet-parser/src/Parser/Items/marker_groups.rs:1333;crates/jet-parser/src/Parser/mod.rs:1786;crates/jet-parser/src/Parser/mod.rs:1857;crates/jet-parser/src/Parser/Statements/control.rs:2883;crates/jet-sema/src/Sema/Bundle/Validation.rs:2240;crates/jet-sema/src/Sema/CheckerInfer/calls/direct_calls.rs:425;crates/jet-sema/src/Sema/CheckerMarkers.rs:757;crates/jet-sema/src/Sema/CheckerMarkers.rs:1286;crates/jet-sema/src/Sema/MemoryFacts.rs:434;crates/jet-sema/src/Sema/mod.rs:2498	tests/cli_parts/inspect.rs:319;tests/marker_declarations.rs:550;tests/marker_registry_coverage.rs:198;tests/marker_registry_coverage.rs:316;tests/marker_registry_coverage.rs:335;tests/marker_rule_signatures.rs:74;tests/marker_rule_signatures.rs:168;tests/marker_rule_signatures.rs:201;tests/marker_rule_signatures.rs:287;tests/marker_rule_signatures.rs:298;tests/policy_scope.rs:153;tests/ui/E0927_unknown_marker_function.jet:3;tests/ui/job_on_method.jet:1	crates/jet-driver/src/Loader.rs:1365;crates/jet-driver/src/Loader.rs:4171;crates/jet-foundation/src/Policy.rs:1736;crates/jet-parser/src/lib.rs:444;crates/jet-parser/src/lib.rs:457;crates/jet-parser/src/Parser/Items/imports_policy.rs:89;crates/jet-parser/src/Parser/Items/imports_policy.rs:179;crates/jet-parser/src/Parser/Items/imports_policy.rs:320;crates/jet-parser/src/Parser/Items/imports_policy.rs:329;crates/jet-parser/src/Parser/Items/imports_policy.rs:331;crates/jet-parser/src/Parser/Items/imports_policy.rs:334;crates/jet-parser/src/Parser/Items/imports_policy.rs:1632;crates/jet-parser/src/Parser/Items/imports_policy.rs:1657;crates/jet-parser/src/Parser/Items/marker_groups.rs:1298;crates/jet-parser/src/Parser/Items/marker_groups.rs:1333;crates/jet-parser/src/Parser/mod.rs:1786;crates/jet-parser/src/Parser/mod.rs:1857;crates/jet-parser/src/Parser/Statements/control.rs:2883;crates/jet-sema/src/Sema/Bundle/Validation.rs:2240;crates/jet-sema/src/Sema/CheckerInfer/calls/direct_calls.rs:425;crates/jet-sema/src/Sema/CheckerMarkers.rs:757;crates/jet-sema/src/Sema/CheckerMarkers.rs:1286;crates/jet-sema/src/Sema/MemoryFacts.rs:434;crates/jet-sema/src/Sema/mod.rs:2498					
diagnostic	diagnostic:E0372	diagnostic	Teaching: an adjacent effect `if`, `else`, or `loop` body needs braces (D-ONELINE-BODY1=B)	active					authority:application-boundary,authority:canonical-holds		crates/jet-codegen/src/Prelude/Diagnostics.jet:282	crates/jet-parser/src/Parser/mod.rs:383;crates/jet-parser/src/Parser/mod.rs:2084;crates/jet-parser/src/Parser/Statements/conditionals.rs:578	tests/dev_parts/routine.rs:619	crates/jet-parser/src/Parser/mod.rs:383;crates/jet-parser/src/Parser/mod.rs:2084;crates/jet-parser/src/Parser/Statements/conditionals.rs:578					
diagnostic	diagnostic:E0384	diagnostic	Teaching: expression-position membership uses `.contains(x)`, not `in` (D-LOOP-IN1=A)	retired					authority:application-boundary,authority:build-capabilities,authority:canonical-holds,authority:manifest-holds-allow,authority:manifest-holds-deny		crates/jet-codegen/src/Prelude/Diagnostics.jet:934	crates/jet-parser/src/lib.rs:560;crates/jet-parser/src/Parser/Expressions/binary_unary.rs:381;crates/jet-parser/src/Parser/Expressions/ptr_tuple.rs:506;crates/jet-parser/src/Parser/mod.rs:389	MISSING: no fixture reference for E0384	crates/jet-parser/src/lib.rs:560;crates/jet-parser/src/Parser/Expressions/binary_unary.rs:381;crates/jet-parser/src/Parser/Expressions/ptr_tuple.rs:506;crates/jet-parser/src/Parser/mod.rs:389					
diagnostic	diagnostic:E0387	diagnostic	Checked text raw construction requires an audited `#Unsafe` region	active					authority:application-boundary,authority:canonical-holds,authority:package-guarantees,authority:unsafe-policy	sandbox:sentry-fenced-scope	crates/jet-codegen/src/Prelude/Diagnostics.jet:223	crates/jet-sema/src/Sema/CheckerInfer/calls/method_calls.rs:1159;crates/jet-sema/src/Sema/CheckerItems.rs:537	tests/checked_text.rs:206	crates/jet-sema/src/Sema/CheckerInfer/calls/method_calls.rs:1159;crates/jet-sema/src/Sema/CheckerItems.rs:537					
diagnostic	diagnostic:E0423	diagnostic	`Type{ uninit }` binding's type is not plain data (D-UNINIT1, reworded)	active					authority:application-boundary,authority:canonical-holds,authority:package-guarantees,authority:unsafe-policy	sandbox:sentry-fenced-scope	crates/jet-codegen/src/Prelude/Diagnostics.jet:320	crates/jet-codegen/src/Codegen/TIR/lower/statements.rs:2753;crates/jet-foundation/src/Syntax/core_surface.rs:631;crates/jet-sema/src/Sema/CheckerCore/bindings.rs:576;crates/jet-sema/src/Sema/CheckerCore/bindings.rs:610	tests/diagnostics_coverage.rs:1296;tests/ui/uninit_bad_type.jet:1	crates/jet-codegen/src/Codegen/TIR/lower/statements.rs:2753;crates/jet-foundation/src/Syntax/core_surface.rs:631;crates/jet-sema/src/Sema/CheckerCore/bindings.rs:576;crates/jet-sema/src/Sema/CheckerCore/bindings.rs:610					
diagnostic	diagnostic:E0424	diagnostic	`Type{ uninit }` used without `use core.mem` (D-UNINIT1, reworded)	active					authority:application-boundary,authority:canonical-holds,authority:package-guarantees,authority:unsafe-policy	sandbox:sentry-fenced-scope	crates/jet-codegen/src/Prelude/Diagnostics.jet:321	crates/jet-foundation/src/Syntax/core_surface.rs:631;crates/jet-sema/src/Sema/CheckerCore/bindings.rs:587	tests/diagnostics_coverage.rs:1297;tests/ui/uninit_no_core_mem.jet:1	crates/jet-foundation/src/Syntax/core_surface.rs:631;crates/jet-sema/src/Sema/CheckerCore/bindings.rs:587					
diagnostic	diagnostic:E0510	diagnostic	Raw crypto expert API used without `use core.crypto.expert` and/or outside `#Unsafe` — use `crypto.seal`/`open` instead (D-CRYPTOENV1)	active					authority:application-boundary,authority:canonical-holds,authority:package-guarantees,authority:unsafe-policy	sandbox:sentry-fenced-scope	crates/jet-codegen/src/Prelude/Diagnostics.jet:337	crates/jet-sema/src/Sema/Bundle.rs:359;crates/jet-sema/src/Sema/CheckerCoreLib/core_call.rs:6576;crates/jet-sema/src/Sema/CheckerCoreLib/core_call.rs:6593	tests/ui/crypto_expert_bypass.jet:1	crates/jet-sema/src/Sema/Bundle.rs:359;crates/jet-sema/src/Sema/CheckerCoreLib/core_call.rs:6576;crates/jet-sema/src/Sema/CheckerCoreLib/core_call.rs:6593					
diagnostic	diagnostic:E0620	diagnostic	Imported script has executable top-level statements	active					authority:application-boundary,authority:canonical-holds		crates/jet-codegen/src/Prelude/Diagnostics.jet:390	crates/jet-sema/src/Sema/Bundle.rs:1923	tests/run_entry.rs:397;tests/run_entry.rs:398	crates/jet-sema/src/Sema/Bundle.rs:1923					
diagnostic	diagnostic:E0702	diagnostic	An FFI boundary rejects a type or capability outside its checked value/audited #Unsafe tiers (D-FFI-CAP1)	active					authority:application-boundary,authority:canonical-holds,authority:package-guarantees,authority:unsafe-policy	sandbox:sentry-fenced-scope	crates/jet-codegen/src/Prelude/Diagnostics.jet:395	crates/jet-sema/src/Sema/CheckerInfer/calls/direct_calls.rs:1620;crates/jet-sema/src/Sema/FFI.rs:643;crates/jet-sema/src/Sema/FFI.rs:666	tests/cffi.rs:208;tests/cffi.rs:209;tests/cffi.rs:215;tests/cffi.rs:235;tests/cffi.rs:236;tests/cffi.rs:268;tests/cffi.rs:269;tests/cffi.rs:275;tests/cffi.rs:480;tests/checked_text_crossings.rs:31	crates/jet-sema/src/Sema/CheckerInfer/calls/direct_calls.rs:1620;crates/jet-sema/src/Sema/FFI.rs:643;crates/jet-sema/src/Sema/FFI.rs:666					
diagnostic	diagnostic:E0711	diagnostic	The `Authority` handle bound by a named `#FX(…)` region escapes its scope — returned, stored, or captured (D-AUTHORITY-SCOPE1)	active					authority:application-boundary,authority:build-capabilities,authority:canonical-holds,authority:manifest-holds-allow,authority:manifest-holds-deny		crates/jet-codegen/src/Prelude/Diagnostics.jet:403	crates/jet-sema/src/Sema/Effects.rs:2339;crates/jet-sema/src/Sema/Effects.rs:3068;crates/jet-sema/src/Sema/Effects.rs:3074	examples/features/effects/effect_grant.jet:9;tests/effects.rs:902;tests/effects.rs:914;tests/effects.rs:915;tests/fuzz/sema/invalid/ui_grant_handle_escapes.E0711.jet:5;tests/fuzz/sema/valid/ex_effects_effect_grant.jet:2;tests/fuzz/sema/valid/ex_effects_effect_grant.jet:11;tests/ui/grant_handle_escapes.jet:5	crates/jet-sema/src/Sema/Effects.rs:2339;crates/jet-sema/src/Sema/Effects.rs:3068;crates/jet-sema/src/Sema/Effects.rs:3074					
diagnostic	diagnostic:E0712	diagnostic	An effect used inside a `#FX(…)` region has no authority — it isn't in the authority list (D-AUTHORITY-SCOPE1)	active					authority:application-boundary,authority:build-capabilities,authority:canonical-holds,authority:manifest-holds-allow,authority:manifest-holds-deny		crates/jet-codegen/src/Prelude/Diagnostics.jet:404	crates/jet-codegen/src/Prelude/Core/Authority.rs:136;crates/jet-comptime/src/Comptime/Builtins.rs:309;crates/jet-jit/src/Collections.rs:5202;crates/jet-sema/src/Sema/Effects.rs:323;crates/jet-sema/src/Sema/Effects.rs:407;crates/jet-sema/src/Sema/Effects.rs:921;crates/jet-sema/src/Sema/Effects.rs:2299;crates/jet-sema/src/Sema/Effects.rs:3023;crates/jet-sema/src/Sema/Effects.rs:3046;crates/jet-sema/src/Sema/mod.rs:1802	examples/features/basics/build/callbacks.rs:8240;examples/features/basics/build/compound.rs:8240;examples/features/basics/build/hello.rs:5251;examples/features/basics/build/numbers.rs:8240;examples/features/effects/effect_authority.jet:3;examples/features/effects/effect_grant.jet:9;examples/features/lowlevel/cbind/build/run.rs:8247;examples/features/memory/program_allocator/build/main.rs:5457;examples/features/memory/program_allocator/build/run.rs:8792;examples/features/packages/outputs_nested/build/main.rs:8240;examples/features/tooling/build_entry_discovery/build/run.rs:4900;examples/features/tooling/build/output_callable.rs:5251;examples/features/tooling/run_default/build/run.rs:4938;examples/features/tooling/test_package_modules/build/run.rs:4938;examples/performance/receipts/hello/build/run.rs:4900;examples/performance/receipts/http_ready/build/run.rs:4900;tests/authority.rs:100;tests/effects.rs:577;tests/effects.rs:634;tests/effects.rs:647;tests/effects.rs:648;tests/effects.rs:654;tests/effects.rs:668;tests/effects.rs:669	crates/jet-codegen/src/Prelude/Core/Authority.rs:136;crates/jet-comptime/src/Comptime/Builtins.rs:309;crates/jet-jit/src/Collections.rs:5202;crates/jet-sema/src/Sema/Effects.rs:323;crates/jet-sema/src/Sema/Effects.rs:407;crates/jet-sema/src/Sema/Effects.rs:921;crates/jet-sema/src/Sema/Effects.rs:2299;crates/jet-sema/src/Sema/Effects.rs:3023;crates/jet-sema/src/Sema/Effects.rs:3046;crates/jet-sema/src/Sema/mod.rs:1802					
diagnostic	diagnostic:E0725	diagnostic	A `#Replayable` function reaches ambient `Time`/`Rand`/`Net`/`IO` (D-REPLAY1)	active					authority:application-boundary,authority:canonical-holds		crates/jet-codegen/src/Prelude/Diagnostics.jet:407	crates/jet-sema/src/Sema/Effects.rs:2156;crates/jet-sema/src/Sema/Effects.rs:2166	tests/feature_acceptance.rs:654;tests/feature_acceptance.rs:655	crates/jet-sema/src/Sema/Effects.rs:2156;crates/jet-sema/src/Sema/Effects.rs:2166					
diagnostic	diagnostic:E0733	diagnostic	A value tag does not name a declared `tag`, with a suggestion from declared tags (D-TAG-SURFACE1)	active					authority:application-boundary,authority:canonical-holds		crates/jet-codegen/src/Prelude/Diagnostics.jet:410	crates/jet-sema/src/Sema/Diagnostics.rs:164	MISSING: no fixture reference for E0733	crates/jet-sema/src/Sema/Diagnostics.rs:164					
diagnostic	diagnostic:E0734	diagnostic	A tag declaration has no policy body, lacks non-empty `deny`, repeats a field, or names an unknown body field (D-TAG-SURFACE1)	active					authority:application-boundary,authority:build-capabilities,authority:canonical-holds,authority:manifest-holds-allow,authority:manifest-holds-deny		crates/jet-codegen/src/Prelude/Diagnostics.jet:411	crates/jet-parser/src/Parser/Items/marker_groups.rs:2061;crates/jet-parser/src/Parser/Items/marker_groups.rs:2092;crates/jet-parser/src/Parser/Items/marker_groups.rs:2101;crates/jet-parser/src/Parser/Items/marker_groups.rs:2115	MISSING: no fixture reference for E0734	crates/jet-parser/src/Parser/Items/marker_groups.rs:2061;crates/jet-parser/src/Parser/Items/marker_groups.rs:2092;crates/jet-parser/src/Parser/Items/marker_groups.rs:2101;crates/jet-parser/src/Parser/Items/marker_groups.rs:2115					
diagnostic	diagnostic:E0735	diagnostic	A tag `deny` or `from` entry does not name a known effect, sink, or source path (D-TAG-SURFACE1)	active					authority:application-boundary,authority:canonical-holds		crates/jet-codegen/src/Prelude/Diagnostics.jet:412	crates/jet-sema/src/Sema/Taint.rs:1273;crates/jet-sema/src/Sema/Taint.rs:1298	MISSING: no fixture reference for E0735	crates/jet-sema/src/Sema/Taint.rs:1273;crates/jet-sema/src/Sema/Taint.rs:1298					
diagnostic	diagnostic:E0740	diagnostic	A function's inferred effects exceed its declared `-[…]>` bound (D-EFF1)	active					authority:application-boundary,authority:canonical-holds		crates/jet-codegen/src/Prelude/Diagnostics.jet:399	crates/jet-foundation/src/AST/items.rs:1119;crates/jet-sema/src/Sema/CheckerCoreLib/db_methods.rs:15;crates/jet-sema/src/Sema/CheckerCoreLib/db_methods.rs:23;crates/jet-sema/src/Sema/Effects.rs:13;crates/jet-sema/src/Sema/Effects.rs:323;crates/jet-sema/src/Sema/Effects.rs:333;crates/jet-sema/src/Sema/Effects.rs:1883;crates/jet-sema/src/Sema/Effects.rs:2185;crates/jet-sema/src/Sema/Effects.rs:2201;crates/jet-sema/src/Sema/Effects.rs:3197;crates/jet-sema/src/Sema/Registration.rs:1068;crates/jet-sema/src/Sema/Registration.rs:1149;crates/jet-sema/src/Sema/Registration.rs:1195	examples/features/io/db_read_footprint.jet:6;examples/features/io/db_read_footprint.jet:13;tests/browser_bidi.rs:743;tests/browser_lock.rs:262;tests/effects.rs:2;tests/effects.rs:417;tests/effects.rs:428;tests/effects.rs:429;tests/effects.rs:445;tests/effects.rs:446;tests/effects.rs:482;tests/effects.rs:491;tests/effects.rs:492;tests/effects.rs:556;tests/effects.rs:674;tests/effects.rs:688;tests/effects.rs:689;tests/effects.rs:1676;tests/ui/db_read_query_hidden_write.jet:4;tests/ui/effect_tree_sibling_rejected.jet:3	crates/jet-foundation/src/AST/items.rs:1119;crates/jet-sema/src/Sema/CheckerCoreLib/db_methods.rs:15;crates/jet-sema/src/Sema/CheckerCoreLib/db_methods.rs:23;crates/jet-sema/src/Sema/Effects.rs:13;crates/jet-sema/src/Sema/Effects.rs:323;crates/jet-sema/src/Sema/Effects.rs:333;crates/jet-sema/src/Sema/Effects.rs:1883;crates/jet-sema/src/Sema/Effects.rs:2185;crates/jet-sema/src/Sema/Effects.rs:2201;crates/jet-sema/src/Sema/Effects.rs:3197;crates/jet-sema/src/Sema/Registration.rs:1068;crates/jet-sema/src/Sema/Registration.rs:1149;crates/jet-sema/src/Sema/Registration.rs:1195					
diagnostic	diagnostic:E0741	diagnostic	Retired duplicate of the unified `#FX` check (D-AUTHORITY-SCOPE1)	retired					authority:application-boundary,authority:build-capabilities,authority:canonical-holds,authority:manifest-holds-allow,authority:manifest-holds-deny		crates/jet-codegen/src/Prelude/Diagnostics.jet:400	MISSING: no implementation reference for E0741	MISSING: no fixture reference for E0741	MISSING: no projection reference for E0741					
diagnostic	diagnostic:E0742	diagnostic	A trait-method impl uses effects beyond the trait method's declared bound (D-EFF3)	active					authority:application-boundary,authority:canonical-holds		crates/jet-codegen/src/Prelude/Diagnostics.jet:401	crates/jet-foundation/src/AST/items.rs:826;crates/jet-foundation/src/AST/items.rs:832;crates/jet-sema/src/Sema/Effects.rs:323;crates/jet-sema/src/Sema/Effects.rs:3097;crates/jet-sema/src/Sema/Effects.rs:3141;crates/jet-sema/src/Sema/Effects.rs:3164;crates/jet-sema/src/Sema/Registration.rs:1271	examples/features/effects/effect_trait_bound.jet:3;tests/effects.rs:507;tests/effects.rs:520;tests/effects.rs:521	crates/jet-foundation/src/AST/items.rs:826;crates/jet-foundation/src/AST/items.rs:832;crates/jet-sema/src/Sema/Effects.rs:323;crates/jet-sema/src/Sema/Effects.rs:3097;crates/jet-sema/src/Sema/Effects.rs:3141;crates/jet-sema/src/Sema/Effects.rs:3164;crates/jet-sema/src/Sema/Registration.rs:1271					
diagnostic	diagnostic:E0743	diagnostic	Dynamic trait dispatch has no declared effect bound under an enclosing effect ceiling (D-EFF3)	active					authority:application-boundary,authority:canonical-holds		crates/jet-codegen/src/Prelude/Diagnostics.jet:402	crates/jet-foundation/src/AST/items.rs:831;crates/jet-sema/src/Sema/Effects.rs:918;crates/jet-sema/src/Sema/Effects.rs:1735;crates/jet-sema/src/Sema/Effects.rs:1862	MISSING: no fixture reference for E0743	crates/jet-foundation/src/AST/items.rs:831;crates/jet-sema/src/Sema/Effects.rs:918;crates/jet-sema/src/Sema/Effects.rs:1735;crates/jet-sema/src/Sema/Effects.rs:1862					
diagnostic	diagnostic:E0745	diagnostic	*Retired by D-SHAPE8=A* (was: `#Pure fn` combined with a non-empty `#(…)` effect list)	retired					authority:application-boundary,authority:canonical-holds		crates/jet-codegen/src/Prelude/Diagnostics.jet:414	MISSING: no implementation reference for E0745	tests/diagnostics_coverage.rs:2041;tests/diagnostics_coverage.rs:2108;tests/diagnostics_coverage.rs:2109	MISSING: no projection reference for E0745					
diagnostic	diagnostic:E0746	diagnostic	An irreversible effect (Net/FS/Exec/FFI) used directly inside a `#Transact { … }` block — can't be rolled back (D-TXN2, D-BOUND-UNDO1)	active					authority:application-boundary,authority:canonical-holds		crates/jet-codegen/src/Prelude/Diagnostics.jet:415	crates/jet-codegen/src/Codegen/TIR/lower/lambdas.rs:409;crates/jet-codegen/src/Codegen/TIR/mod.rs:5054;crates/jet-foundation/src/AST/statements.rs:414;crates/jet-foundation/src/Syntax/effects_surface.rs:198;crates/jet-sema/src/Sema/CheckerCore/statements.rs:3335;crates/jet-sema/src/Sema/CheckerCoreLib/core_call.rs:2550;crates/jet-sema/src/Sema/Effects.rs:846;crates/jet-sema/src/Sema/Effects.rs:858;crates/jet-sema/src/Sema/Effects.rs:870;crates/jet-sema/src/Sema/mod.rs:1842;crates/jet-sema/src/Sema/mod.rs:1847	examples/features/errors/transact.jet:8;examples/features/memory/shared_transact.jet:10;examples/features/tooling/programmable_build/build/main.rs:3276;tests/effects.rs:1030;tests/effects.rs:1043;tests/effects.rs:1044;tests/effects.rs:1049;tests/effects.rs:1063;tests/effects.rs:1064;tests/effects.rs:1084;tests/effects.rs:1085;tests/fuzz/sema/valid/ex_errors_transact.jet:8	crates/jet-codegen/src/Codegen/TIR/lower/lambdas.rs:409;crates/jet-codegen/src/Codegen/TIR/mod.rs:5054;crates/jet-foundation/src/AST/statements.rs:414;crates/jet-foundation/src/Syntax/effects_surface.rs:198;crates/jet-sema/src/Sema/CheckerCore/statements.rs:3335;crates/jet-sema/src/Sema/CheckerCoreLib/core_call.rs:2550;crates/jet-sema/src/Sema/Effects.rs:846;crates/jet-sema/src/Sema/Effects.rs:858;crates/jet-sema/src/Sema/Effects.rs:870;crates/jet-sema/src/Sema/mod.rs:1842;crates/jet-sema/src/Sema/mod.rs:1847					
diagnostic	diagnostic:E0747	diagnostic	A callback argument exceeds its parameter's effect bound (`fn(…) -[]>` / `fn(…) -[E]>`) (D-EFF2)	active					authority:application-boundary,authority:canonical-holds		crates/jet-codegen/src/Prelude/Diagnostics.jet:416	crates/jet-foundation/src/AST/types.rs:970;crates/jet-foundation/src/Syntax/effects_surface.rs:9;crates/jet-sema/src/Sema/Bundle/Pipeline/Completion.rs:539;crates/jet-sema/src/Sema/Effects.rs:323;crates/jet-sema/src/Sema/Effects.rs:527;crates/jet-sema/src/Sema/Effects.rs:558;crates/jet-sema/src/Sema/Effects.rs:930;crates/jet-sema/src/Sema/Effects.rs:2004;crates/jet-sema/src/Sema/Effects.rs:2032;crates/jet-sema/src/Sema/Effects.rs:2070;crates/jet-sema/src/Sema/mod.rs:1809	examples/features/effects/effect_levers.jet:6;tests/effects.rs:1607;tests/effects.rs:1619;tests/effects.rs:1620;tests/effects.rs:1642;tests/effects.rs:1655;tests/effects.rs:1656;tests/effects.rs:1676;tests/fuzz/sema/invalid/ui_effect_callback_bound.E0747.jet:1;tests/fuzz/sema/valid/ex_effects_effect_levers.jet:6;tests/ui/effect_callback_bound.jet:1	crates/jet-foundation/src/AST/types.rs:970;crates/jet-foundation/src/Syntax/effects_surface.rs:9;crates/jet-sema/src/Sema/Bundle/Pipeline/Completion.rs:539;crates/jet-sema/src/Sema/Effects.rs:323;crates/jet-sema/src/Sema/Effects.rs:527;crates/jet-sema/src/Sema/Effects.rs:558;crates/jet-sema/src/Sema/Effects.rs:930;crates/jet-sema/src/Sema/Effects.rs:2004;crates/jet-sema/src/Sema/Effects.rs:2032;crates/jet-sema/src/Sema/Effects.rs:2070;crates/jet-sema/src/Sema/mod.rs:1809					
diagnostic	diagnostic:E0748	diagnostic	`-[via f]>` names a non-existent parameter, or one that isn't a function type (D-EFF2)	active					authority:application-boundary,authority:canonical-holds		crates/jet-codegen/src/Prelude/Diagnostics.jet:417	crates/jet-sema/src/Sema/Effects.rs:1878;crates/jet-sema/src/Sema/Effects.rs:1972;crates/jet-sema/src/Sema/Effects.rs:1975;crates/jet-sema/src/Sema/Effects.rs:1986;crates/jet-sema/src/Sema/Effects.rs:1989	tests/effects.rs:1713;tests/effects.rs:1721;tests/effects.rs:1724;tests/effects.rs:1733;tests/effects.rs:1734;tests/ui/effect_via_unknown_param.jet:2	crates/jet-sema/src/Sema/Effects.rs:1878;crates/jet-sema/src/Sema/Effects.rs:1972;crates/jet-sema/src/Sema/Effects.rs:1975;crates/jet-sema/src/Sema/Effects.rs:1986;crates/jet-sema/src/Sema/Effects.rs:1989					
diagnostic	diagnostic:E0749	diagnostic	A function reaches an effect it prohibits with `-[!E]>` in its own call graph, including a denied `Panic` stop (D-PROP1=A, D-NOPANIC1=D)	active					authority:application-boundary,authority:canonical-holds		crates/jet-codegen/src/Prelude/Diagnostics.jet:418	crates/jet-sema/src/Sema/Effects.rs:2223;crates/jet-sema/src/Sema/Effects.rs:2240;crates/jet-sema/src/Sema/Effects.rs:2262;crates/jet-sema/src/Sema/Effects.rs:2280;crates/jet-sema/src/Sema/Registration.rs:1211	tests/effects.rs:329;tests/effects.rs:330;tests/effects.rs:359;tests/effects.rs:395	crates/jet-sema/src/Sema/Effects.rs:2223;crates/jet-sema/src/Sema/Effects.rs:2240;crates/jet-sema/src/Sema/Effects.rs:2262;crates/jet-sema/src/Sema/Effects.rs:2280;crates/jet-sema/src/Sema/Registration.rs:1211					
diagnostic	diagnostic:E0750	diagnostic	An effect declaration lacks a leaf, or a dotted effect under a checked root is not a declared package-view leaf (D-EFFECT-DECL1=A)	active					authority:application-boundary,authority:canonical-holds		crates/jet-codegen/src/Prelude/Diagnostics.jet:419	crates/jet-sema/src/Sema/Effects.rs:197;crates/jet-sema/src/Sema/Effects.rs:222	examples/features/basics/build/callbacks.rs:45423;examples/features/basics/build/compound.rs:45423;examples/features/basics/build/numbers.rs:45423;examples/features/lowlevel/cbind/build/run.rs:45470;examples/features/memory/program_allocator/build/main.rs:36386;examples/features/memory/program_allocator/build/run.rs:46210;examples/features/memory/unsafe_sentries_package_off/build/run.rs:33349;examples/performance/receipts/http_ready/build/run.rs:35610;tests/effects.rs:718;tests/effects.rs:719;tests/effects.rs:743;tests/effects.rs:760;tests/effects.rs:816;tests/fixtures/fresh_agent_t4/build/run.rs:44977;tests/pkg.rs:2384;tests/project_check/fixtures/core_closure/build/run.rs:45463	crates/jet-sema/src/Sema/Effects.rs:197;crates/jet-sema/src/Sema/Effects.rs:222					
diagnostic	diagnostic:E0751	diagnostic	Panic is a deny-only effect row (D-PANICROOT1=A)	active					authority:application-boundary,authority:build-capabilities,authority:canonical-holds,authority:manifest-holds-allow,authority:manifest-holds-deny		crates/jet-codegen/src/Prelude/Diagnostics.jet:940	crates/jet-sema/src/Sema/Effects.rs:107	MISSING: no fixture reference for E0751	crates/jet-sema/src/Sema/Effects.rs:107					
diagnostic	diagnostic:E0907	diagnostic	Trait method doesn't match its contract	active					authority:application-boundary,authority:canonical-holds		crates/jet-codegen/src/Prelude/Diagnostics.jet:545	crates/jet-foundation/src/Generics.rs:503;crates/jet-foundation/src/Generics.rs:508;crates/jet-foundation/src/Traits.rs:1079;crates/jet-foundation/src/Traits.rs:1350;crates/jet-foundation/src/Traits.rs:1498	tests/checked_text.rs:184;tests/diagnostics_coverage.rs:1999;tests/ui/hand_serde_bad_signature.jet:3	crates/jet-foundation/src/Generics.rs:503;crates/jet-foundation/src/Generics.rs:508;crates/jet-foundation/src/Traits.rs:1079;crates/jet-foundation/src/Traits.rs:1350;crates/jet-foundation/src/Traits.rs:1498					
diagnostic	diagnostic:E0921	diagnostic	A reachable call violates a `!Mem.Alloc`, `!Mem.Rc`, or bounded `!Mem.Alloc(above: N)` denial; reports the source operation, full call path, denial, and provenance (D-MEM-FACTS1/D-AUTHORITY-MEM1)	active					authority:application-boundary,authority:build-capabilities,authority:canonical-holds,authority:manifest-holds-allow,authority:manifest-holds-deny		crates/jet-codegen/src/Prelude/Diagnostics.jet:559	crates/jet-sema/src/Sema/Effects.rs:1259;crates/jet-sema/src/Sema/MemoryFacts.rs:746;crates/jet-sema/src/Sema/MemoryFacts.rs:1294;crates/jet-sema/src/Sema/MemoryFacts.rs:1309	tests/diagnostic_snapshots.rs:1023;tests/effects.rs:232;tests/effects.rs:248;tests/memory_semantics.rs:91;tests/memory_semantics.rs:155	crates/jet-sema/src/Sema/Effects.rs:1259;crates/jet-sema/src/Sema/MemoryFacts.rs:746;crates/jet-sema/src/Sema/MemoryFacts.rs:1294;crates/jet-sema/src/Sema/MemoryFacts.rs:1309					
diagnostic	diagnostic:E0951	diagnostic	**Retired** (D-META-EFFECT1 c3, 2026-08-07): comptime purity and the run-time `-[]>` check are one call-graph walk now; redirected to E3401	retired					authority:application-boundary,authority:canonical-holds		crates/jet-codegen/src/Prelude/Diagnostics.jet:572	crates/jet-comptime/src/Comptime/Diagnostics.rs:102;crates/jet-comptime/src/Comptime/Diagnostics.rs:103	tests/diagnostics_coverage.rs:2063	crates/jet-comptime/src/Comptime/Diagnostics.rs:102;crates/jet-comptime/src/Comptime/Diagnostics.rs:103					
